Air District,Title,Number,Report Status,Applicant Name,EJ Project,Identifier,Type,Source Category,Technology,Funded Engines,Project Life,Paid In Full,NOx (tons/yr),ROG (tons/yr),PM (tons/yr),Total NOx (tons),Total ROG (tons),Total PM (tons),Contract Execution,Post Inspection,Grant Amount,Funding Source,Funding/Payment/Withhold Year,Sumif=Funding/Payment/Withhold Amount,Payment/Withhold Date,Equipment ID,First Main Engine Fuel,VIN,Make,Model,Latitude/Longitude,HVIP co-funding
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2127,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0128,0.0008,0,0.1536,0.0096,0,1/13/21,,15676,CAP,CAP 2(FY 2018-2019,15676,,717816,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2128,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0117,0.0007,0,0.1404,0.0084,0,1/13/21,,14330,CAP,CAP 2(FY 2018-2019,14330,,731381,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2130,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0134,0.0008,0,0.1608,0.0096,0,1/13/21,,16398,CAP,CAP 2(FY 2018-2019,16398,,731386,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2131,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0141,0.0009,0,0.1692,0.0108,0,1/13/21,,17250,CAP,CAP 2(FY 2018-2019,17250,,717764,ELEC,,BYD,KM9-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2132,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0146,0.0009,0,0.1752,0.0108,0,1/13/21,,17976,CAP,CAP 2(FY 2018-2019,17976,,717766,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2134,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0138,0.0008,0,0.1656,0.0096,0,1/13/21,,16906,CAP,CAP 2(FY 2018-2019,16906,,717768,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2135,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0134,0.0008,0,0.1608,0.0096,0,1/13/21,,16479,CAP,CAP 2(FY 2018-2019,16479,,717770,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2136,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0109,0.0007,0,0.1308,0.0084,0,1/13/21,,13414,CAP,CAP 2(FY 2018-2019,13414,,717772,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2137,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0136,0.0008,0,0.1632,0.0096,0,1/13/21,,16723,CAP,CAP 2(FY 2018-2019,16723,,717774,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2138,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0122,0.0008,0,0.1464,0.0096,0,1/13/21,,14977,CAP,CAP 2(FY 2018-2019,14977,,717776,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2139,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.009,0.0006,0,0.108,0.0072,0,1/13/21,,10991,CAP,CAP 2(FY 2018-2019,10991,,717778,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2140,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0117,0.0007,0,0.1404,0.0084,0,1/13/21,,14316,CAP,CAP 2(FY 2018-2019,14316,,721925,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2141,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0101,0.0006,0,0.1212,0.0072,0,1/13/21,,12403,CAP,CAP 2(FY 2018-2019,12403,,717782,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2143,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0123,0.0008,0,0.1476,0.0096,0,1/13/21,,15091,CAP,CAP 2(FY 2018-2019,15091,,717784,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2147,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0221,0.0014,0,0.2652,0.0168,0,1/13/21,,27125,CAP,CAP 2(FY 2018-2019,27125,,717786,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2150,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0222,0.0014,0,0.2664,0.0168,0,1/13/21,,27190,CAP,CAP 2(FY 2018-2019,27190,,717788,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2152,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0208,0.0013,0,0.2496,0.0156,0,1/13/21,,25518,CAP,CAP 2(FY 2018-2019,25518,,717790,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2153,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0228,0.0014,0,0.2736,0.0168,0,1/13/21,,27934,CAP,CAP 2(FY 2018-2019,27934,,717792,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2156,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0119,0.0007,0,0.1428,0.0084,0,1/13/21,,14570,CAP,CAP 2(FY 2018-2019,14570,,717794,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2157,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0187,0.0012,0,0.2244,0.0144,0,1/13/21,,23003,CAP,CAP 2(FY 2018-2019,23003,,731390,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2158,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0231,0.0014,0,0.2772,0.0168,0,1/13/21,,28327,CAP,CAP 2(FY 2018-2019,28327,,731394,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2159,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0211,0.0013,0,0.2532,0.0156,0,1/13/21,,25932,CAP,CAP 2(FY 2018-2019,25932,,717800,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2160,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.019,0.0012,0,0.228,0.0144,0,1/13/21,,23268,CAP,CAP 2(FY 2018-2019,23268,,731398,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2161,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0171,0.0011,0,0.2052,0.0132,0,1/13/21,,20982,CAP,CAP 2(FY 2018-2019,20982,,717804,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2201,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0136,0.0008,0,0.1632,0.0096,0,1/13/21,,16660,CAP,CAP 2(FY 2018-2019,16660,,717806,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2202,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0071,0.0004,0,0.0852,0.0048,0,1/13/21,,8669,CAP,CAP 2(FY 2018-2019,8669,,717808,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2203,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0132,0.0008,0,0.1584,0.0096,0,1/13/21,,16238,CAP,CAP 2(FY 2018-2019,16238,,717810,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2205,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0137,0.0008,0,0.1644,0.0096,0,1/13/21,,16817,CAP,CAP 2(FY 2018-2019,16817,,731402,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2207,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0137,0.0008,0,0.1644,0.0096,0,1/13/21,,16840,CAP,CAP 2(FY 2018-2019,16840,,717814,ELEC,,BYD,K11M-60 percent27,"33.81498,-117.90618",
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-332,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.063,0.003,0.0017,0.63,0.03,0.017,2/26/19,43843,170000,CAP,CAP 1(FY 2017-2018,170000,44329,774293,ELEC,1BABNBUA2KF363630,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-333,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0746,0.0037,0.002,0.746,0.037,0.02,2/26/19,43843,170000,CAP,CAP 1(FY 2017-2018,170000,44329,774289,ELEC,1BABNBUA6KF363631,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-334,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1397,0.0082,0.004,0.6985,0.041,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774285,ELEC,1BABNBUA8KF363632,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-335,SB,On-Road Heavy-Duty Vehicles,Replacement,1,3,Y,0.2117,0.0146,0.0065,0.6351,0.0438,0.0195,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774281,ELEC,1BABNUAXKF363633,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-336,SB,On-Road Heavy-Duty Vehicles,Replacement,1,4,Y,0.1682,0.0106,0.005,0.6728,0.0424,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774277,ELEC,1BABNUA1KF363634,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-337,SB,On-Road Heavy-Duty Vehicles,Replacement,1,4,Y,0.1682,0.0106,0.005,0.6728,0.0424,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774273,ELEC,1BABNBUA3KF363635,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-338,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1397,0.0082,0.004,0.6985,0.041,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774269,ELEC,1BABNBUA5KF363636,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-339,SB,On-Road Heavy-Duty Vehicles,Replacement,1,4,Y,0.1682,0.0106,0.005,0.6728,0.0424,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774265,ELEC,1BABNBUA3KF363637,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-348,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.0947,0.0055,0.0025,0.7576,0.044,0.02,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,180000,44329,774229,ELEC,1BABNBUA7KF363639,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,19SBP140-School-Bus-replacement,19SBP140,Liquidated,Fremont Unified School District,N,BAA-19SBP140-349,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0752,0.0042,0.0019,0.752,0.042,0.019,2/26/19,43843,180000,CAP,CAP 1(FY 2017-2018,170000,44329,774225,ELEC,1BABNBUA0KF363638,Blue Bird,T3RE 3904,"37.507615, -121.961378999999",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP1-School-Bus-replacement,20SBP1,Liquidated,Pittsburg Unified School District,Y,BAA-20SBP1-41,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1663,0.0107,0.0048,0.8315,0.0535,0.024,3/12/19,43784,150010,CAP,CAP 1(FY 2017-2018,150010,43885,774417,ELEC,1BABNBUA9KF362055,Blue Bird,T3RE 3904,"38.0053649999999, -121.872759",
Bay Area AQMD,20SBP1-School-Bus-replacement,20SBP1,Liquidated,Pittsburg Unified School District,Y,BAA-20SBP1-50,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.153,0.01,0.0044,0.765,0.05,0.022,3/12/19,43853,150010,CAP,CAP 1(FY 2017-2018,150010,43885,774413,ELEC,1BABNBUA2KF367825,Blue Bird,T3RE 3904,"38.0053649999999, -121.872759",
Bay Area AQMD,20SBP185-School-Bus-replacement,20SBP185,Liquidated,"Michael’s Transportation Service, Inc.",Y,BAA-20SBP185-8483,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1766,0.0117,0.0052,0.883,0.0585,0.026,1/28/20,43991,179173,CAP,CAP 2(FY 2018-2019,179173,44151,774477,ELEC,1BABNBUA9KF367840,Blue Bird,T3RE 3904,"38.1330049999999, -122.258733",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP185-School-Bus-replacement,20SBP185,Liquidated,"Michael’s Transportation Service, Inc.",Y,BAA-20SBP185-8484,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1766,0.0117,0.0052,0.883,0.0585,0.026,1/28/20,43991,179173,CAP,CAP 2(FY 2018-2019,179173,44151,774481,ELEC,1BABNBUAOKF367841,Blue Bird,T3RE 3904,"38.1330049999999, -122.258733",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP185-School-Bus-replacement,20SBP185,Liquidated,"Michael’s Transportation Service, Inc.",Y,BAA-20SBP185-8489,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1766,0.0117,0.0052,0.883,0.0585,0.026,1/28/20,43991,179173,CAP,CAP 2(FY 2018-2019,179173,44151,774485,ELEC,1BABNBUA2KF367842,Blue Bird,T3RE 3904,"38.1330049999999, -122.258733",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP185-School-Bus-replacement,20SBP185,Liquidated,"Michael’s Transportation Service, Inc.",Y,BAA-20SBP185-8492,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1766,0.0117,0.0052,0.883,0.0585,0.026,1/28/20,43991,179173,CAP,CAP 2(FY 2018-2019,179173,44151,774489,ELEC,1BABNBUA4KF367843,Blue Bird,T3RE 3904,"38.1330049999999, -122.258733",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP185-School-Bus-replacement,20SBP185,Liquidated,"Michael’s Transportation Service, Inc.",Y,BAA-20SBP185-8493,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,Y,0.1766,0.0117,0.0052,0.883,0.0585,0.026,1/28/20,43991,179173,CAP,CAP 2(FY 2018-2019,179173,44151,774493,ELEC,1BABNBUA6KF367844,Blue Bird,T3RE 3904,"38.1330049999999, -122.258733",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-02,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.0665,0.0044,0.0025,0.5985,0.0396,0.0225,7/9/19,44006,183499,CAP,CAP 1(FY 2017-2018,183499,44117,774329,ELEC,1FDFE4FS0KDC56707,Micro Bird,G5 Ford 200,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-03,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.0665,0.0044,0.0025,0.5985,0.0396,0.0225,7/9/19,44006,183499,CAP,CAP 1(FY 2017-2018,183499,44117,774325,ELEC,1FDFE4FS2FDC56708,Micro Bird,G5 Ford 200,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-04,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.0665,0.0044,0.0025,0.5985,0.0396,0.0225,7/9/19,44006,183499,CAP,CAP 1(FY 2017-2018,183499,44138,774321,ELEC,1FDFE4FS4KDC56709,Micro Bird,G5 Ford 200,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-06,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.0677,0.0046,0.0025,0.6093,0.0414,0.0225,7/9/19,44006,187736,CAP,CAP 1(FY 2017-2018,187736,44117,774317,ELEC,1FDFE4FS0KDC56710,Micro Bird,G5 Ford 200,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-37,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.1056,0.0058,0.0029,0.9504,0.0522,0.0261,7/9/19,44006,179683,CAP,CAP 1(FY 2017-2018,179683,44138,774313,ELEC,1BABNBUAXKF367832,Blue Bird,T3RE 3904,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-38,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.1056,0.0058,0.0029,0.9504,0.0522,0.0261,7/9/19,43929,179683,CAP,CAP 1(FY 2017-2018,179683,44196,774305,ELEC,1BABNBUA1KF367833,Blue Bird,T3RE 3904,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP186-School-Bus-replacement,20SBP186,Liquidated,Franklin-McKinley School District,Y,BAA-20SBP186-41,SB,On-Road Heavy-Duty Vehicles,Replacement,1,9,Y,0.1056,0.0058,0.0029,0.9504,0.0522,0.0261,7/9/19,44006,179683,CAP,CAP 1(FY 2017-2018,179683,44138,774309,ELEC,1BABNBUA3KF367834,Blue Bird,T3RE 3904,"37.3047079999999, -121.851945",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-1,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0979,0.0053,0.0026,0.979,0.053,0.026,2/26/19,43787,179996,CAP,CAP 1(FY 2017-2018,179996,44140,774425,ELEC,1BABNBUA7KF365584,Blue Bird,T3RE 3904,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-12,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0979,0.0053,0.0026,0.979,0.053,0.026,2/26/19,43787,179996,CAP,CAP 1(FY 2017-2018,179996,44140,774421,ELEC,1BABNBUA2KF365587,Blue Bird,T3RE 3904,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-2,SB,On-Road Heavy-Duty Vehicles,Replacement,1,7,Y,0.058,0.0035,0.0021,0.406,0.0245,0.0147,2/26/19,43787,187211,CAP,CAP 1(FY 2017-2018,187211,44140,774437,ELEC,1FDFE4FS6KDC30953,Micro Bird,G5 Ford 200,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-3,SB,On-Road Heavy-Duty Vehicles,Replacement,1,7,Y,0.058,0.0035,0.0021,0.406,0.0245,0.0147,2/26/19,43928,187211,CAP,CAP 1(FY 2017-2018,187211,44140,774441,ELEC,1FDFE4FS4KDC30952,Micro Bird,G5 Ford 200,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-6,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0411,0.0025,0.0001,0.411,0.025,0.001,2/26/19,43787,76500,CAP,CAP 1(FY 2017-2018,76500,44140,774429,ELEC,1BABNBUA9KF365585,Blue Bird,T3RE 3904,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP72-School-Bus-replacement,20SBP72,Liquidated,Milpitas Unified School District,N,BAA-20SBP72-7,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0411,0.0025,0.0001,0.411,0.025,0.001,2/26/19,43787,76500,CAP,CAP 1(FY 2017-2018,76500,44140,774433,ELEC,1BABNBUA0KF365586,Blue Bird,T3RE 3904,"37.4543979999999, -121.906234",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-17,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.1178,0.0067,0.0032,0.9424,0.0536,0.0256,2/11/19,43962,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774445,ELEC,1BABNBUAXKF362064,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-20,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.1178,0.0067,0.0032,0.9424,0.0536,0.0256,2/11/19,44082,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774449,ELEC,1BABNBUA4KF362061,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Bay Area AQMD,20SBP73-School-Bus-replacement,20SBP73,Liquidated,Berkeley Unified School District,Y,BAA-20SBP73-21,SB,On-Road Heavy-Duty Vehicles,Replacement,1,8,Y,0.1178,0.0067,0.0032,0.9424,0.0536,0.0256,2/11/19,43962,179925,CAP,CAP 1(FY 2017-2018,179925,44047,774453,ELEC,1BABNBUA2KF362060,Blue Bird,T3RE 3904,"37.879424, -122.300409",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
